Iteration 1: Best shielding time = 0.539 s, par_id = 1, theta = 356.019°, v = 126.826 m/s, t_deploy = 0.081 s, delay = 0.539 s
Iteration 577: Best shielding time = 2.936 s, par_id = 3, theta = 90.127°, v = 109.043 m/s, t_deploy = 24.154 s, delay = 4.069 s
Iteration 578: Best shielding time = 2.936 s, par_id = 3, theta = 90.127°, v = 109.043 m/s, t_deploy = 24.154 s, delay = 4.069 s
Iteration 579: Best shielding time = 2.936 s, par_id = 3, theta = 90.127°, v = 109.043 m/s, t_deploy = 24.154 s, delay = 4.069 s
Iteration 580: Best shielding time = 2.936 s, par_id = 3, theta = 90.127°, v = 109.043 m/s, t_deploy = 24.154 s, delay = 4.069 s
Iteration 581: Best shielding time = 0.000 s, par_id = 3, theta = 78.247°, v = 90.512 m/s, t_deploy = 29.991 s, delay = 4.917 s
Iteration 582: Best shielding time = 0.000 s, par_id = 3, theta = 78.247°, v = 90.512 m/s, t_deploy = 29.991 s, delay = 4.917 s
Iteration 583: Best shielding time = 0.000 s, par_id = 3, theta = 77.707°, v = 96.403 m/s, t_deploy = 26.647 s, delay = 6.015 s
Iteration 584: Best shielding time = 0.000 s, par_id = 3, theta = 77.707°, v = 96.403 m/s, t_deploy = 26.647 s, delay = 6.015 s
Iteration 585: Best shielding time = 0.000 s, par_id = 3, theta = 77.707°, v = 96.403 m/s, t_deploy = 26.647 s, delay = 6.015 s
Iteration 586: Best shielding time = 1.627 s, par_id = 3, theta = 87.449°, v = 104.997 m/s, t_deploy = 25.012 s, delay = 3.723 s
Iteration 587: Best shielding time = 1.627 s, par_id = 3, theta = 87.449°, v = 104.997 m/s, t_deploy = 25.012 s, delay = 3.723 s
Iteration 588: Best shielding time = 1.627 s, par_id = 3, theta = 87.449°, v = 104.997 m/s, t_deploy = 25.012 s, delay = 3.723 s
Iteration 589: Best shielding time = 2.194 s, par_id = 3, theta = 77.160°, v = 111.179 m/s, t_deploy = 23.164 s, delay = 4.912 s
Iteration 590: Best shielding time = 2.194 s, par_id = 3, theta = 77.160°, v = 111.179 m/s, t_deploy = 23.164 s, delay = 4.912 s
Iteration 591: Best shielding time = 1.967 s, par_id = 3, theta = 93.248°, v = 127.004 m/s, t_deploy = 20.644 s, delay = 3.676 s
Iteration 592: Best shielding time = 1.967 s, par_id = 3, theta = 93.248°, v = 127.004 m/s, t_deploy = 20.644 s, delay = 3.676 s
Iteration 593: Best shielding time = 1.967 s, par_id = 3, theta = 93.248°, v = 127.004 m/s, t_deploy = 20.644 s, delay = 3.676 s
Iteration 594: Best shielding time = 1.967 s, par_id = 3, theta = 93.248°, v = 127.004 m/s, t_deploy = 20.644 s, delay = 3.676 s
Iteration 595: Best shielding time = 3.025 s, par_id = 3, theta = 93.268°, v = 126.976 m/s, t_deploy = 20.900 s, delay = 3.391 s
Iteration 596: Best shielding time = 3.025 s, par_id = 3, theta = 93.268°, v = 126.976 m/s, t_deploy = 20.900 s, delay = 3.391 s
Iteration 597: Best shielding time = 3.025 s, par_id = 3, theta = 93.268°, v = 126.976 m/s, t_deploy = 20.900 s, delay = 3.391 s
Iteration 598: Best shielding time = 3.025 s, par_id = 3, theta = 93.268°, v = 126.976 m/s, t_deploy = 20.900 s, delay = 3.391 s
Iteration 599: Best shielding time = 3.025 s, par_id = 3, theta = 93.268°, v = 126.976 m/s, t_deploy = 20.900 s, delay = 3.391 s
Iteration 600: Best shielding time = 3.025 s, par_id = 3, theta = 93.268°, v = 126.976 m/s, t_deploy = 20.900 s, delay = 3.391 s
Iteration 601: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 602: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 603: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 604: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 605: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 606: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 607: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 608: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 609: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 610: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 611: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 612: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 613: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 614: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 615: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 616: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 617: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 618: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 619: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 620: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 621: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 622: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 623: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 624: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 625: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 626: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 627: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 628: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 629: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 630: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 631: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 632: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 633: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 634: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 635: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 636: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 637: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 638: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 639: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 640: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 641: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 642: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 643: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 644: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 645: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 646: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 647: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 648: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 649: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 650: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 651: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 652: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 653: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 654: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 655: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 656: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 657: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 658: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 659: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 660: Best shielding time = 10.189 s, theta1 = 1.612°, v1 = 104.082 m/s, t_deploy1 = 0.372 s, delay1 = 3.258 s
Iteration 661: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 662: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 663: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 664: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 665: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 666: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 667: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 668: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 669: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 670: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 671: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 672: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 673: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 674: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 675: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 676: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 677: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 678: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 679: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 680: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 681: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 682: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 683: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 684: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 685: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 686: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 687: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 688: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 689: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 690: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 691: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 692: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 693: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 694: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 695: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 696: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 697: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 698: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 699: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 700: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 701: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 702: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 703: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 704: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 705: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 706: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 707: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 708: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 709: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 710: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 711: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 712: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 713: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 714: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 715: Best shielding time = 10.399 s, theta1 = 1.575°, v1 = 102.642 m/s, t_deploy1 = 0.376 s, delay1 = 3.214 s
Iteration 716: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 717: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 718: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 719: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 720: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 721: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 722: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 723: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 724: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 725: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 726: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 727: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 728: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 729: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 730: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 731: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 732: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 733: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 734: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 735: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
Iteration 736: Best shielding time = 10.822 s, theta1 = 1.318°, v1 = 92.492 m/s, t_deploy1 = 0.408 s, delay1 = 2.908 s
